
Code
Dimension   Fixed Cost    Capacity
40	1212	125
Facility	Client	Transportation Cost	Demand
1	1	0.0	21
15	1	43.4	21
27	1	49.0	21
32	1	53.8	21
2	2	0.0	29
7	2	20.2	29
39	2	24.4	29
13	2	30.3	29
3	3	0.0	29
40	3	10.8	29
8	3	30.6	29
35	3	35.0	29
4	4	0.0	35
26	4	27.5	35
17	4	37.7	35
25	4	59.7	35
5	5	0.0	32
39	5	34.3	32
30	5	35.1	32
2	5	35.8	32
6	6	0.0	14
30	6	12.8	14
16	6	17.2	14
12	6	22.8	14
7	7	0.0	33
2	7	23.0	33
13	7	37.8	33
5	7	43.4	33
8	8	0.0	28
11	8	19.4	28
40	8	19.4	28
3	8	29.5	28
9	9	0.0	5
39	9	4.2	5
33	9	4.3	5
38	9	5.7	5
10	10	0.0	13
34	10	17.6	13
33	10	23.8	13
9	10	33.1	13
11	11	0.0	26
8	11	18.0	26
35	11	30.7	26
14	11	33.6	26
12	12	0.0	23
30	12	25.0	23
6	12	37.5	23
38	12	38.0	23
13	13	0.0	9
2	13	9.4	9
24	13	10.2	9
7	13	10.3	9
14	14	0.0	15
11	14	19.4	15
8	14	29.2	15
35	14	35.0	15
15	15	0.0	30
32	15	38.3	30
37	15	42.5	30
20	15	61.2	30
16	16	0.0	22
6	16	27.0	22
30	16	41.8	22
12	16	43.0	22
17	17	0.0	35
4	17	37.7	35
28	17	53.6	35
26	17	63.8	35
18	18	0.0	31
36	18	9.5	31
21	18	20.8	31
29	18	25.9	31
19	19	0.0	26
23	19	29.0	26
37	19	47.0	26
15	19	68.7	26
20	20	0.0	5
32	20	5.5	5
31	20	9.2	5
28	20	9.5	5
21	21	0.0	28
36	21	10.8	28
29	21	16.0	28
18	21	18.8	28
22	22	0.0	10
29	22	6.8	10
36	22	11.6	10
21	22	12.5	10
23	23	0.0	20
19	23	22.3	20
37	23	27.9	20
31	23	52.6	20
24	24	0.0	22
13	24	25.0	22
34	24	33.8	22
22	24	38.7	22
25	25	0.0	18
26	25	19.4	18
5	25	27.1	18
4	25	30.7	18
26	26	0.0	22
4	26	17.3	22
25	26	23.8	22
35	26	30.1	22
27	27	0.0	34
1	27	79.3	34
14	27	113.3	34
4	27	139.7	34
28	28	0.0	10
13	28	12.3	10
17	28	15.3	10
7	28	17.1	10
29	29	0.0	19
21	29	10.9	19
36	29	11.1	19
22	29	12.8	19
30	30	0.0	12
6	30	11.0	12
12	30	13.0	12
5	30	13.2	12
31	31	0.0	5
20	31	9.2	5
37	31	10.3	5
22	31	11.7	5
32	32	0.0	11
20	32	12.2	11
15	32	14.0	11
37	32	23.7	11
33	33	0.0	11
9	33	9.5	11
38	33	11.5	11
39	33	18.3	11
34	34	0.0	16
10	34	21.6	16
24	34	24.6	16
29	34	31.9	16
35	35	0.0	22
8	35	23.4	22
40	35	24.2	22
11	35	26.0	22
36	36	0.0	12
18	36	3.7	12
21	36	4.6	12
29	36	7.0	12
37	37	0.0	20
23	37	27.9	20
15	37	28.3	20
19	37	36.2	20
38	38	0.0	15
33	38	15.6	15
9	38	17.1	15
12	38	24.8	15
39	39	0.0	34
9	39	28.3	34
2	39	28.6	34
5	39	36.5	34
40	40	0.0	35
3	40	13.0	35
8	40	24.2	35
35	40	38.5	35
