
Code
Dimension   Fixed Cost    Capacity
40	1191	120
Facility	Client	Transportation Cost	Demand
1	1	0.0	19
25	1	3.2	19
19	1	22.8	19
8	1	23.0	19
2	2	0.0	27
28	2	20.3	27
4	2	23.7	27
38	2	53.0	27
3	3	0.0	33
19	3	4.4	33
8	3	19.6	33
25	3	36.3	33
4	4	0.0	30
28	4	24.8	30
2	4	26.3	30
38	4	57.5	30
5	5	0.0	33
26	5	13.2	33
33	5	27.8	33
9	5	55.3	33
6	6	0.0	5
37	6	2.9	5
17	6	4.4	5
12	6	14.9	5
7	7	0.0	12
27	7	17.2	12
1	7	21.1	12
25	7	22.6	12
8	8	0.0	15
3	8	8.9	15
19	8	10.5	15
25	8	16.7	15
9	9	0.0	21
32	9	16.6	21
33	9	26.2	21
26	9	27.6	21
10	10	0.0	22
23	10	12.5	22
16	10	16.8	22
32	10	23.8	22
11	11	0.0	6
15	11	3.2	6
23	11	8.5	6
16	11	9.7	6
12	12	0.0	22
24	12	12.2	22
8	12	34.5	22
17	12	46.4	22
13	13	0.0	18
22	13	14.6	18
31	13	19.9	18
21	13	28.6	18
14	14	0.0	10
33	14	19.3	10
40	14	20.4	10
10	14	20.8	10
15	15	0.0	7
11	15	3.8	7
23	15	10.5	7
16	15	10.8	7
16	16	0.0	12
23	16	5.8	12
32	16	7.7	12
10	16	9.2	12
17	17	0.0	35
6	17	30.7	35
37	17	50.4	35
12	17	73.9	35
18	18	0.0	7
40	18	3.0	7
29	18	10.9	7
10	18	16.6	7
19	19	0.0	23
3	19	3.1	23
8	19	16.0	23
25	19	24.0	23
20	20	0.0	35
39	20	62.1	35
13	20	63.4	35
15	20	66.7	35
21	21	0.0	21
39	21	16.6	21
13	21	33.3	21
38	21	35.5	21
22	22	0.0	20
31	22	6.3	20
13	22	16.2	20
20	22	42.8	20
23	23	0.0	13
16	23	6.3	13
10	23	7.4	13
32	23	14.1	13
24	24	0.0	12
12	24	6.7	12
8	24	17.8	12
3	24	23.6	12
25	25	0.0	8
1	25	1.4	8
19	25	8.3	8
3	25	8.8	8
26	26	0.0	33
5	26	13.2	33
33	26	16.5	33
9	26	43.4	33
27	27	0.0	25
38	27	20.1	25
7	27	35.8	25
39	27	37.9	25
28	28	0.0	27
2	28	20.3	27
4	28	22.3	27
38	28	33.6	27
29	29	0.0	22
18	29	34.3	22
40	29	41.2	22
11	29	48.7	22
30	30	0.0	20
34	30	19.9	20
36	30	21.0	20
19	30	51.3	20
31	31	0.0	28
22	31	8.9	28
13	31	31.0	28
20	31	62.1	28
32	32	0.0	27
16	32	17.3	27
9	32	21.3	27
10	32	29.3	27
33	33	0.0	25
26	33	12.5	25
5	33	21.1	25
9	33	31.2	25
34	34	0.0	17
36	34	14.5	17
30	34	17.0	17
19	34	43.8	17
35	35	0.0	9
12	35	19.8	9
1	35	20.4	9
25	35	21.6	9
36	36	0.0	32
34	36	27.3	32
30	36	33.5	32
19	36	55.8	32
37	37	0.0	17
6	37	10.0	17
17	37	24.5	17
12	37	60.1	17
38	38	0.0	35
27	38	28.1	35
28	38	43.6	35
21	38	59.1	35
39	39	0.0	11
21	39	8.7	11
27	39	16.7	11
38	39	19.1	11
40	40	0.0	7
18	40	3.0	7
29	40	13.1	7
14	40	14.3	7
