
Code
Dimension   Fixed Cost    Capacity
40	1215	122
Facility	Client	Transportation Cost	Demand
1	1	0.0	32
9	1	26.5	32
31	1	34.3	32
28	1	92.2	32
2	2	0.0	28
36	2	15.7	28
24	2	32.4	28
17	2	44.2	28
3	3	0.0	9
32	3	3.9	9
33	3	9.5	9
40	3	14.7	9
4	4	0.0	21
17	4	10.6	21
13	4	19.1	21
35	4	19.1	21
5	5	0.0	33
39	5	20.2	33
29	5	24.9	33
28	5	40.5	33
6	6	0.0	19
22	6	3.7	19
18	6	32.2	19
21	6	55.2	19
7	7	0.0	35
10	7	56.3	35
35	7	74.1	35
36	7	74.4	35
8	8	0.0	10
30	8	18.7	10
21	8	25.0	10
19	8	26.3	10
9	9	0.0	16
31	9	10.1	16
1	9	13.2	16
28	9	33.2	16
10	10	0.0	8
35	10	6.3	8
17	10	6.6	8
36	10	9.9	8
11	11	0.0	16
40	11	2.0	16
27	11	21.4	16
3	11	26.2	16
12	12	0.0	5
13	12	3.7	5
35	12	4.6	5
20	12	4.8	5
13	13	0.0	21
12	13	15.6	21
37	13	18.7	21
4	13	19.1	21
14	14	0.0	31
37	14	10.7	31
13	14	29.4	31
12	14	41.0	31
15	15	0.0	7
24	15	8.3	7
25	15	9.6	7
2	15	13.4	7
16	16	0.0	13
13	16	13.8	13
29	16	14.1	13
39	16	15.5	13
17	17	0.0	30
4	17	15.1	30
35	17	23.4	30
10	17	24.7	30
18	18	0.0	13
6	18	22.0	13
22	18	24.5	13
25	18	28.6	13
19	19	0.0	6
30	19	5.0	6
21	19	8.4	6
8	19	15.8	6
20	20	0.0	32
23	20	29.9	32
12	20	30.5	32
35	20	31.6	32
21	21	0.0	20
30	21	21.2	20
19	21	27.8	20
8	21	49.9	20
22	22	0.0	8
6	22	1.5	8
18	22	15.1	8
21	22	22.5	8
23	23	0.0	5
20	23	4.7	5
38	23	5.1	5
12	23	8.2	5
24	24	0.0	5
2	24	5.8	5
15	24	5.9	5
36	24	8.1	5
25	25	0.0	18
15	25	24.8	18
18	25	39.6	18
24	25	46.0	18
26	26	0.0	32
34	26	25.1	32
7	26	75.8	32
36	26	86.2	32
27	27	0.0	33
40	27	40.0	33
11	27	44.1	33
3	27	70.6	33
28	28	0.0	18
5	28	22.1	18
39	28	26.8	18
29	28	33.0	18
29	29	0.0	6
39	29	2.3	6
5	29	4.5	6
16	29	6.5	6
30	30	0.0	22
19	30	18.2	22
21	30	23.3	22
8	30	41.2	22
31	31	0.0	6
9	31	3.8	6
1	31	6.4	6
28	31	13.7	6
32	32	0.0	33
3	32	14.2	33
33	32	21.1	33
11	32	63.5	33
33	33	0.0	34
32	33	21.7	34
3	33	35.8	34
11	33	77.2	34
34	34	0.0	34
26	34	26.7	34
3	34	100.1	34
7	34	104.2	34
35	35	0.0	19
17	35	14.8	19
10	35	15.0	19
4	35	17.3	19
36	36	0.0	28
2	36	15.7	28
10	36	34.8	28
17	36	40.4	28
37	37	0.0	26
14	37	9.0	26
13	37	23.2	26
12	37	27.7	26
38	38	0.0	34
23	38	34.5	34
37	38	40.2	34
12	38	41.2	34
39	39	0.0	22
29	39	8.5	22
5	39	13.5	22
16	39	26.2	22
40	40	0.0	26
11	40	3.3	26
27	40	31.5	26
3	40	42.5	26
