
Code
Dimension   Fixed Cost    Capacity
40	1172	116
Facility	Client	Transportation Cost	Demand
1	1	0.0	6
13	1	6.2	6
14	1	10.7	6
36	1	12.0	6
2	2	0.0	31
8	2	12.2	31
30	2	22.5	31
9	2	34.8	31
3	3	0.0	18
14	3	7.9	18
36	3	12.3	18
13	3	34.8	18
4	4	0.0	20
22	4	19.3	20
23	4	24.1	20
12	4	31.0	20
5	5	0.0	8
12	5	11.5	8
4	5	21.9	8
35	5	25.3	8
6	6	0.0	16
9	6	22.7	16
37	6	25.6	16
2	6	29.4	16
7	7	0.0	18
40	7	12.0	18
11	7	17.4	18
9	7	24.7	18
8	8	0.0	24
2	8	9.5	24
30	8	22.1	24
9	8	35.9	24
9	9	0.0	32
11	9	27.6	32
2	9	36.0	32
7	9	44.0	32
10	10	0.0	21
21	10	20.7	21
19	10	29.2	21
15	10	35.3	21
11	11	0.0	11
9	11	9.5	11
7	11	10.7	11
40	11	13.8	11
12	12	0.0	23
5	12	33.2	23
4	12	35.7	23
22	12	54.0	23
13	13	0.0	7
1	13	7.2	7
36	13	9.9	7
14	13	10.8	7
14	14	0.0	19
3	14	8.3	19
36	14	11.2	19
13	14	29.3	19
15	15	0.0	22
18	15	7.6	22
34	15	14.8	22
21	15	15.3	22
16	16	0.0	34
20	16	59.9	34
34	16	61.5	34
18	16	64.6	34
17	17	0.0	32
31	17	38.3	32
24	17	43.6	32
27	17	45.4	32
18	18	0.0	12
15	18	4.2	12
34	18	7.4	12
21	18	12.5	12
19	19	0.0	25
29	19	32.1	25
10	19	34.8	25
40	19	41.3	25
20	20	0.0	21
33	20	32.2	21
16	20	37.0	21
38	20	39.5	21
21	21	0.0	33
15	21	23.0	33
10	21	32.5	33
18	21	34.3	33
22	22	0.0	17
4	22	16.4	17
23	22	18.0	17
6	22	36.9	17
23	23	0.0	12
22	23	12.7	12
4	23	14.5	12
35	23	17.8	12
24	24	0.0	21
31	24	18.0	21
27	24	21.1	21
38	24	24.6	21
25	25	0.0	29
24	25	36.9	29
28	25	49.0	29
13	25	53.8	29
26	26	0.0	9
23	26	17.6	9
32	26	20.6	9
22	26	23.3	9
27	27	0.0	12
31	27	2.9	12
38	27	12.0	12
24	27	12.1	12
28	28	0.0	12
38	28	11.6	12
24	28	14.6	12
8	28	19.0	12
29	29	0.0	17
19	29	21.9	17
32	29	25.7	17
39	29	27.1	17
30	30	0.0	9
2	30	6.5	9
8	30	8.3	9
9	30	12.6	9
31	31	0.0	11
27	31	2.6	11
24	31	9.4	11
38	31	12.4	11
32	32	0.0	27
29	32	40.8	27
26	32	61.8	27
39	32	64.2	27
33	33	0.0	13
27	33	16.7	13
31	33	19.5	13
20	33	19.9	13
34	34	0.0	9
18	34	5.6	9
15	34	6.0	9
21	34	10.8	9
35	35	0.0	28
23	35	41.5	28
4	35	49.0	28
22	35	64.7	28
36	36	0.0	21
14	36	12.4	21
3	36	14.3	21
13	36	29.8	21
37	37	0.0	23
6	37	36.9	23
25	37	43.7	23
12	37	58.7	23
38	38	0.0	29
28	38	28.0	29
27	38	29.0	29
31	38	32.7	29
39	39	0.0	22
29	39	35.1	22
32	39	52.3	22
19	39	53.4	22
40	40	0.0	23
7	40	15.4	23
11	40	28.9	23
19	40	38.0	23
