
Code
Dimension   Fixed Cost    Capacity
40	1239	130
Facility	Client	Transportation Cost	Demand
1	1	0.0	12
15	1	6.0	12
29	1	12.4	12
16	1	13.4	12
2	2	0.0	35
25	2	60.8	35
1	2	80.9	35
11	2	81.0	35
3	3	0.0	24
39	3	32.3	24
27	3	43.5	24
36	3	47.4	24
4	4	0.0	33
12	4	8.2	33
24	4	11.6	33
6	4	24.4	33
5	5	0.0	23
23	5	10.2	23
34	5	10.6	23
10	5	34.7	23
6	6	0.0	26
4	6	19.2	26
12	6	25.7	26
24	6	28.3	26
7	7	0.0	8
33	7	5.3	8
36	7	25.0	8
19	7	25.7	8
8	8	0.0	21
38	8	12.1	21
22	8	14.0	21
26	8	19.6	21
9	9	0.0	15
31	9	18.1	15
32	9	20.2	15
11	9	20.5	15
10	10	0.0	17
37	10	6.2	17
34	10	20.6	17
5	10	25.6	17
11	11	0.0	22
31	11	16.2	22
9	11	30.1	22
2	11	50.9	22
12	12	0.0	11
24	12	1.1	11
4	12	2.7	11
17	12	9.2	11
13	13	0.0	32
28	13	21.1	32
18	13	34.5	32
22	13	41.8	32
14	14	0.0	26
3	14	71.1	26
32	14	74.0	26
33	14	86.5	26
15	15	0.0	34
1	15	16.9	34
29	15	21.1	34
16	15	31.9	34
16	16	0.0	13
15	16	12.2	13
1	16	14.5	13
29	16	18.3	13
17	17	0.0	32
24	17	23.7	32
12	17	26.8	32
4	17	34.7	32
18	18	0.0	15
35	18	7.9	15
28	18	9.6	15
13	18	16.2	15
19	19	0.0	32
17	19	71.1	32
24	19	85.5	32
12	19	87.4	32
20	20	0.0	17
18	20	28.2	17
22	20	28.3	17
35	20	29.6	17
21	21	0.0	16
30	21	7.0	16
6	21	22.6	16
4	21	33.5	16
22	22	0.0	23
8	22	15.3	23
26	22	27.2	23
38	22	27.6	23
23	23	0.0	21
5	23	9.3	21
34	23	16.0	21
13	23	30.3	21
24	24	0.0	17
12	24	1.7	17
4	24	6.0	17
17	24	12.6	17
25	25	0.0	13
27	25	19.0	13
2	25	22.6	13
38	25	25.6	13
26	26	0.0	28
40	26	0.8	28
8	26	26.1	28
22	26	33.1	28
27	27	0.0	19
39	27	11.8	19
25	27	27.8	19
3	27	34.5	19
28	28	0.0	30
18	28	19.2	30
13	28	19.7	30
35	28	32.9	30
29	29	0.0	21
15	29	13.0	21
1	29	21.7	21
16	29	29.5	21
30	30	0.0	21
21	30	9.2	21
6	30	33.3	21
4	30	48.5	21
31	31	0.0	22
11	31	16.2	22
9	31	26.5	22
32	31	38.7	22
32	32	0.0	18
9	32	24.3	18
31	32	31.7	18
11	32	42.2	18
33	33	0.0	9
7	33	5.9	9
14	33	30.0	9
36	33	31.2	9
34	34	0.0	18
5	34	8.3	18
23	34	13.7	18
10	34	21.8	18
35	35	0.0	16
18	35	8.4	16
28	35	17.6	16
6	35	24.8	16
36	36	0.0	32
3	36	63.3	32
17	36	63.8	32
20	36	65.2	32
37	37	0.0	12
10	37	4.4	12
34	37	18.8	12
29	37	20.6	12
38	38	0.0	24
8	38	13.9	24
22	38	28.8	24
26	38	31.0	24
39	39	0.0	32
27	39	19.9	32
3	39	43.0	32
38	39	58.6	32
40	40	0.0	28
26	40	0.8	28
8	40	26.7	28
22	40	33.9	28
