
Code
Dimension   Fixed Cost    Capacity
40	1195	123
Facility	Client	Transportation Cost	Demand
1	1	0.0	28
11	1	13.0	28
7	1	53.9	28
27	1	67.4	28
2	2	0.0	16
17	2	14.3	16
19	2	21.5	16
15	2	22.2	16
3	3	0.0	5
40	3	5.5	5
26	3	6.1	5
6	3	6.8	5
4	4	0.0	14
16	4	18.4	14
8	4	20.4	14
12	4	22.1	14
5	5	0.0	8
18	5	5.5	8
3	5	12.2	8
40	5	13.1	8
6	6	0.0	19
26	6	13.1	19
39	6	20.3	19
15	6	22.7	19
7	7	0.0	7
28	7	7.7	7
21	7	7.7	7
33	7	9.2	7
8	8	0.0	8
36	8	4.0	8
4	8	11.7	8
10	8	14.5	8
9	9	0.0	17
21	9	20.8	17
7	9	26.7	17
33	9	33.7	17
10	10	0.0	28
31	10	37.0	28
29	10	39.2	28
8	10	50.7	28
11	11	0.0	32
1	11	14.9	32
7	11	49.4	32
27	11	78.1	32
12	12	0.0	17
24	12	8.7	17
32	12	25.4	17
16	12	25.9	17
13	13	0.0	35
38	13	51.9	35
34	13	59.8	35
35	13	69.7	35
14	14	0.0	25
29	14	34.1	25
20	14	35.8	25
12	14	52.0	25
15	15	0.0	23
39	15	3.3	23
17	15	11.7	23
26	15	20.4	23
16	16	0.0	16
24	16	19.7	16
4	16	21.0	16
12	16	24.3	16
17	17	0.0	31
15	17	15.7	31
39	17	20.2	31
2	17	27.8	31
18	18	0.0	28
5	18	19.3	28
25	18	58.3	28
40	18	60.7	28
19	19	0.0	34
2	19	45.6	34
17	19	51.8	34
15	19	65.7	34
20	20	0.0	22
14	20	31.5	22
29	20	32.9	22
6	20	44.2	22
21	21	0.0	7
33	21	5.3	7
28	21	7.3	7
7	21	7.7	7
22	22	0.0	19
32	22	21.0	19
37	22	30.9	19
35	22	34.7	19
23	23	0.0	16
35	23	48.0	16
22	23	48.7	16
37	23	50.0	16
24	24	0.0	21
12	24	10.8	21
32	24	22.0	21
16	24	25.8	21
25	25	0.0	30
40	25	39.7	30
5	25	58.5	30
18	25	62.5	30
26	26	0.0	22
6	26	15.2	22
39	26	16.3	22
15	26	19.5	22
27	27	0.0	26
28	27	52.1	26
7	27	56.0	26
1	27	62.6	26
28	28	0.0	32
33	28	16.1	32
21	28	33.4	32
7	28	35.1	32
29	29	0.0	35
14	29	47.7	35
10	29	49.0	35
20	29	52.3	35
30	30	0.0	9
34	30	3.5	9
37	30	16.0	9
35	30	16.6	9
31	31	0.0	10
10	31	13.2	10
29	31	16.1	10
20	31	24.0	10
32	32	0.0	29
24	32	30.3	29
22	32	32.0	29
12	32	43.3	29
33	33	0.0	10
28	33	5.0	10
21	33	7.6	10
7	33	13.2	10
34	34	0.0	22
30	34	8.5	22
38	34	36.5	22
13	34	37.6	22
35	35	0.0	12
37	35	3.3	12
22	35	21.9	12
30	35	22.1	12
36	36	0.0	25
8	36	12.4	25
4	36	48.3	25
10	36	54.3	25
37	37	0.0	25
35	37	6.9	25
22	37	40.7	25
32	37	44.4	25
38	38	0.0	21
13	38	31.2	21
34	38	34.8	21
33	38	37.1	21
39	39	0.0	33
15	39	4.8	33
17	39	21.5	33
26	39	24.5	33
40	40	0.0	6
3	40	6.6	6
25	40	7.9	6
5	40	9.8	6
