
Code
Dimension   Fixed Cost    Capacity
40	1244	128
Facility	Client	Transportation Cost	Demand
1	1	0.0	14
29	1	7.4	14
38	1	9.8	14
39	1	10.7	14
2	2	0.0	10
7	2	8.7	10
18	2	15.9	10
30	2	19.6	10
3	3	0.0	35
31	3	15.2	35
20	3	43.9	35
24	3	57.1	35
4	4	0.0	16
25	4	15.1	16
38	4	20.3	16
9	4	23.4	16
5	5	0.0	34
17	5	16.5	34
13	5	30.0	34
12	5	48.1	34
6	6	0.0	18
35	6	17.0	18
26	6	27.9	18
32	6	38.4	18
7	7	0.0	35
18	7	25.6	35
2	7	30.4	35
11	7	48.1	35
8	8	0.0	30
40	8	6.6	30
39	8	10.2	30
1	8	32.7	30
9	9	0.0	6
25	9	4.3	6
38	9	6.9	6
4	9	8.8	6
10	10	0.0	23
37	10	6.7	23
20	10	17.6	23
23	10	31.3	23
11	11	0.0	35
30	11	34.5	35
18	11	43.2	35
7	11	48.1	35
12	12	0.0	28
13	12	17.0	28
14	12	25.4	28
17	12	27.4	28
13	13	0.0	8
17	13	3.2	8
12	13	4.9	8
14	13	5.6	8
14	14	0.0	10
13	14	6.9	10
12	14	9.1	10
17	14	9.7	10
15	15	0.0	22
16	15	25.0	22
28	15	35.6	22
9	15	38.9	22
16	16	0.0	11
15	16	12.5	11
18	16	15.5	11
28	16	18.4	11
17	17	0.0	32
13	17	12.9	32
5	17	15.5	32
14	17	30.9	32
18	18	0.0	15
7	18	11.0	15
11	18	18.5	15
16	18	21.1	15
19	19	0.0	12
26	19	19.6	12
35	19	19.6	12
24	19	23.3	12
20	20	0.0	28
37	20	14.0	28
10	20	21.5	28
31	20	23.1	28
21	21	0.0	16
28	21	4.4	16
32	21	27.5	16
16	21	29.3	16
22	22	0.0	16
18	22	30.5	16
11	22	30.7	16
16	22	32.0	16
23	23	0.0	27
10	23	36.8	27
37	23	41.8	27
20	23	46.8	27
24	24	0.0	32
32	24	20.9	32
26	24	24.3	32
3	24	52.2	32
25	25	0.0	13
38	25	7.4	13
9	25	9.4	13
4	25	12.2	13
26	26	0.0	30
24	26	22.8	30
32	26	30.0	30
35	26	37.5	30
27	27	0.0	27
34	27	13.0	27
6	27	75.3	27
35	27	92.1	27
28	28	0.0	5
21	28	1.4	5
15	28	8.1	5
16	28	8.4	5
29	29	0.0	6
1	29	3.2	6
38	29	3.7	6
39	29	4.8	6
30	30	0.0	14
11	30	13.8	14
14	30	23.3	14
7	30	23.5	14
31	31	0.0	31
3	31	13.5	31
20	31	25.5	31
37	31	38.8	31
32	32	0.0	21
24	32	13.7	21
26	32	21.0	21
21	32	36.0	21
33	33	0.0	35
5	33	49.7	35
17	33	61.3	35
2	33	71.5	35
34	34	0.0	29
27	34	14.0	29
6	34	69.3	29
35	34	85.7	29
35	35	0.0	12
6	35	11.3	12
26	35	15.0	12
19	35	19.6	12
36	36	0.0	17
31	36	30.3	17
20	36	32.1	17
3	36	32.9	17
37	37	0.0	31
10	37	9.1	31
20	37	15.5	31
31	37	38.8	31
38	38	0.0	26
25	38	14.7	26
29	38	16.0	26
1	38	18.2	26
39	39	0.0	22
8	39	7.5	22
40	39	11.6	22
1	39	16.8	22
40	40	0.0	22
8	40	4.8	22
39	40	11.6	22
29	40	27.9	22
