
Code
Dimension   Fixed Cost    Capacity
40	1278	136
Facility	Client	Transportation Cost	Demand
1	1	0.0	9
28	1	5.3	9
35	1	9.2	9
40	1	22.6	9
2	2	0.0	15
16	2	17.7	15
33	2	24.8	15
29	2	29.0	15
3	3	0.0	30
14	3	9.0	30
32	3	38.2	30
38	3	41.8	30
4	4	0.0	16
36	4	13.2	16
29	4	18.3	16
33	4	19.0	16
5	5	0.0	35
20	5	29.8	35
31	5	54.7	35
30	5	83.4	35
6	6	0.0	29
25	6	40.0	29
39	6	75.5	29
22	6	81.4	29
7	7	0.0	9
24	7	8.9	9
17	7	9.5	9
23	7	10.0	9
8	8	0.0	28
15	8	23.7	28
9	8	26.5	28
34	8	31.5	28
9	9	0.0	30
15	9	21.7	30
8	9	28.4	30
32	9	32.3	30
10	10	0.0	19
36	10	13.8	19
4	10	29.3	19
27	10	38.5	19
11	11	0.0	35
13	11	22.8	35
39	11	54.8	35
23	11	82.8	35
12	12	0.0	10
30	12	8.6	10
16	12	8.6	10
31	12	16.2	10
13	13	0.0	17
11	13	11.1	17
39	13	28.6	17
23	13	29.5	17
14	14	0.0	29
3	14	8.7	29
32	14	28.6	29
38	14	32.0	29
15	15	0.0	24
34	15	11.7	24
9	15	17.4	24
8	15	20.3	24
16	16	0.0	24
12	16	20.7	24
2	16	28.3	24
30	16	34.9	24
17	17	0.0	13
24	17	7.2	13
22	17	8.1	13
7	17	13.7	13
18	18	0.0	21
7	18	32.5	21
17	18	33.5	21
8	18	39.1	21
19	19	0.0	20
27	19	13.0	20
21	19	24.9	20
38	19	34.5	20
20	20	0.0	30
5	20	25.5	30
31	20	68.6	30
23	20	92.9	30
21	21	0.0	21
27	21	16.2	21
38	21	22.1	21
19	21	26.2	21
22	22	0.0	20
24	22	6.3	20
17	22	12.5	20
7	22	26.0	20
23	23	0.0	28
7	23	31.2	28
13	23	48.6	28
18	23	53.8	28
24	24	0.0	11
22	24	3.5	11
17	24	6.1	11
7	24	10.9	11
25	25	0.0	23
6	25	31.7	23
40	25	44.7	23
3	25	50.3	23
26	26	0.0	17
37	26	21.3	17
29	26	49.3	17
10	26	50.6	17
27	27	0.0	31
19	27	20.1	31
21	27	23.9	31
4	27	41.7	31
28	28	0.0	34
1	28	20.0	34
35	28	53.8	34
40	28	89.4	34
29	29	0.0	29
33	29	32.8	29
4	29	33.2	29
36	29	43.1	29
30	30	0.0	18
12	30	15.4	18
31	30	16.0	18
16	30	26.2	18
31	31	0.0	34
30	31	30.2	34
5	31	53.2	34
12	31	55.1	34
32	32	0.0	7
38	32	4.9	7
14	32	6.9	7
15	32	7.1	7
33	33	0.0	17
29	33	19.2	17
4	33	20.2	17
2	33	28.1	17
34	34	0.0	27
15	34	13.2	27
8	34	30.4	27
32	34	32.5	27
35	35	0.0	26
1	35	26.7	26
28	35	41.2	26
3	35	48.7	26
36	36	0.0	16
10	36	11.6	16
4	36	13.2	16
29	36	23.8	16
37	37	0.0	12
26	37	15.0	12
29	37	19.9	12
36	37	25.9	12
38	38	0.0	26
32	38	18.2	26
21	38	27.3	26
14	38	28.7	26
39	39	0.0	34
11	39	53.2	34
24	39	55.1	34
13	39	57.3	34
40	40	0.0	33
25	40	64.2	33
3	40	65.7	33
35	40	73.3	33
