
Code
Dimension   Fixed Cost    Capacity
35	1204	122
Facility	Client	Transportation Cost	Demand
1	1	0.0	8
34	1	3.2	8
32	1	12.4	8
2	2	0.0	34
34	2	47.0	34
1	2	54.7	34
3	3	0.0	7
20	3	2.1	7
23	3	7.3	7
4	4	0.0	24
30	4	24.8	24
18	4	33.6	24
5	5	0.0	32
11	5	1.5	32
8	5	31.7	32
6	6	0.0	19
29	6	18.6	19
15	6	26.0	19
7	7	0.0	16
16	7	9.6	16
32	7	13.0	16
8	8	0.0	10
5	8	9.9	10
11	8	10.3	10
9	9	0.0	23
17	9	12.2	23
4	9	36.3	23
10	10	0.0	9
12	10	7.4	9
23	10	15.4	9
11	11	0.0	20
5	11	0.9	20
8	11	20.6	20
12	12	0.0	28
10	12	23.1	28
3	12	39.4	28
13	13	0.0	34
26	13	54.5	34
17	13	107.3	34
14	14	0.0	32
19	14	39.8	32
15	14	41.0	32
15	15	0.0	22
11	15	24.5	22
19	15	25.2	22
16	16	0.0	8
32	16	2.1	8
7	16	4.8	8
17	17	0.0	14
9	17	7.4	14
26	17	21.7	14
18	18	0.0	17
30	18	19.4	17
4	18	23.8	17
19	19	0.0	26
15	19	29.7	26
14	19	32.3	26
20	20	0.0	23
3	20	7.0	23
23	20	23.2	23
21	21	0.0	7
24	21	8.9	7
31	21	15.4	7
22	22	0.0	22
12	22	34.1	22
3	22	36.0	22
23	23	0.0	22
25	23	9.5	22
20	23	22.2	22
24	24	0.0	17
21	24	21.7	17
14	24	46.5	17
25	25	0.0	21
23	25	9.1	21
20	25	30.1	21
26	26	0.0	14
17	26	21.7	14
13	26	22.5	14
27	27	0.0	25
33	27	11.8	25
28	27	27.0	25
28	28	0.0	32
27	28	34.6	32
33	28	35.6	32
29	29	0.0	8
6	29	7.8	8
35	29	13.9	8
30	30	0.0	32
4	30	33.1	32
18	30	36.5	32
31	31	0.0	12
35	31	2.0	12
6	31	19.1	12
32	32	0.0	26
16	32	6.9	26
7	32	21.2	26
33	33	0.0	15
27	33	7.1	15
28	33	16.7	15
34	34	0.0	20
1	34	8.1	20
2	34	27.6	20
35	35	0.0	35
31	35	5.7	35
6	35	53.0	35
