
Code
Dimension   Fixed Cost    Capacity
35	1224	129
Facility	Client	Transportation Cost	Demand
1	1	0.0	27
22	1	17.0	27
29	1	33.5	27
2	2	0.0	35
27	2	17.9	35
18	2	40.3	35
3	3	0.0	23
16	3	33.9	23
11	3	36.3	23
4	4	0.0	27
11	4	15.9	27
34	4	35.2	27
5	5	0.0	26
31	5	20.1	26
19	5	53.0	26
6	6	0.0	35
35	6	12.2	35
20	6	33.9	35
7	7	0.0	17
25	7	12.6	17
32	7	26.8	17
8	8	0.0	24
10	8	18.5	24
18	8	27.5	24
9	9	0.0	33
14	9	36.2	33
24	9	37.6	33
10	10	0.0	10
18	10	4.2	10
8	10	7.7	10
11	11	0.0	6
4	11	3.5	6
3	11	9.5	6
12	12	0.0	20
26	12	26.5	20
17	12	49.9	20
13	13	0.0	27
31	13	41.5	27
5	13	60.8	27
14	14	0.0	20
25	14	20.7	20
9	14	21.9	20
15	15	0.0	12
33	15	7.2	12
30	15	7.3	12
16	16	0.0	11
3	16	16.2	11
11	16	29.2	11
17	17	0.0	17
26	17	34.8	17
12	17	42.4	17
18	18	0.0	31
10	18	13.1	31
27	18	28.7	31
19	19	0.0	18
5	19	36.7	18
31	19	40.1	18
20	20	0.0	6
6	20	5.8	6
35	20	7.7	6
21	21	0.0	33
30	21	17.3	33
33	21	26.4	33
22	22	0.0	34
1	22	21.5	34
2	22	53.8	34
23	23	0.0	19
7	23	37.5	19
25	23	48.5	19
24	24	0.0	32
28	24	22.3	32
9	24	36.4	32
25	25	0.0	13
7	25	9.6	13
32	25	13.0	13
26	26	0.0	24
12	26	31.8	24
11	26	41.8	24
27	27	0.0	22
2	27	11.3	22
18	27	20.3	22
28	28	0.0	9
24	28	6.3	9
32	28	9.3	9
29	29	0.0	29
1	29	35.9	29
21	29	42.3	29
30	30	0.0	6
33	30	2.5	6
21	30	3.1	6
31	31	0.0	20
5	31	15.5	20
13	31	30.8	20
32	32	0.0	33
25	32	32.9	33
28	32	33.9	33
33	33	0.0	10
30	33	4.2	10
15	33	6.0	10
34	34	0.0	26
4	34	33.9	26
11	34	42.2	26
35	35	0.0	23
6	35	8.0	23
20	35	29.5	23
