
Code
Dimension   Fixed Cost    Capacity
35	1173	118
Facility	Client	Transportation Cost	Demand
1	1	0.0	20
26	1	6.8	20
9	1	11.7	20
2	2	0.0	8
27	2	6.0	8
32	2	8.4	8
3	3	0.0	11
16	3	2.2	11
18	3	4.2	11
4	4	0.0	35
21	4	22.0	35
12	4	42.4	35
5	5	0.0	24
24	5	53.2	24
33	5	69.0	24
6	6	0.0	14
32	6	4.0	14
27	6	16.8	14
7	7	0.0	5
29	7	7.1	5
11	7	11.9	5
8	8	0.0	17
28	8	26.8	17
30	8	27.1	17
9	9	0.0	33
1	9	19.3	33
14	9	21.0	33
10	10	0.0	10
13	10	4.7	10
30	10	9.1	10
11	11	0.0	34
30	11	49.0	34
2	11	56.4	34
12	12	0.0	34
34	12	14.6	34
4	12	41.2	34
13	13	0.0	34
10	13	16.0	34
27	13	33.9	34
14	14	0.0	15
9	14	9.6	15
1	14	12.9	15
15	15	0.0	7
20	15	3.3	7
33	15	5.7	7
16	16	0.0	7
3	16	1.4	7
18	16	3.4	7
17	17	0.0	8
24	17	7.7	8
25	17	14.3	8
18	18	0.0	17
19	18	5.6	17
3	18	6.5	17
19	19	0.0	26
18	19	8.6	26
3	19	16.1	26
20	20	0.0	9
33	20	3.3	9
15	20	4.2	9
21	21	0.0	19
4	21	12.0	19
12	21	25.1	19
22	22	0.0	30
9	22	86.6	30
14	22	88.1	30
23	23	0.0	7
26	23	5.9	7
35	23	6.8	7
24	24	0.0	11
17	24	10.6	11
31	24	21.4	11
25	25	0.0	32
31	25	36.6	32
35	25	40.9	32
26	26	0.0	34
1	26	11.5	34
23	26	28.7	34
27	27	0.0	13
2	27	9.8	13
32	27	12.7	13
28	28	0.0	20
10	28	23.2	20
13	28	28.1	20
29	29	0.0	30
7	29	42.8	30
11	29	52.8	30
30	30	0.0	17
10	30	15.4	17
13	30	21.2	17
31	31	0.0	16
25	31	18.3	16
35	31	23.1	16
32	32	0.0	16
6	32	4.5	16
27	32	15.6	16
33	33	0.0	18
20	33	6.7	18
15	33	14.6	18
34	34	0.0	26
12	34	11.2	26
4	34	42.5	26
35	35	0.0	35
23	35	34.0	35
25	35	44.8	35
