
Code
Dimension   Fixed Cost    Capacity
35	1240	128
Facility	Client	Transportation Cost	Demand
1	1	0.0	11
30	1	2.5	11
25	1	6.6	11
2	2	0.0	31
32	2	33.5	31
4	2	39.2	31
3	3	0.0	7
10	3	1.1	7
21	3	11.8	7
4	4	0.0	17
32	4	5.5	17
17	4	13.0	17
5	5	0.0	25
26	5	22.4	25
15	5	33.1	25
6	6	0.0	12
33	6	22.3	12
16	6	32.0	12
7	7	0.0	32
21	7	24.0	32
24	7	48.5	32
8	8	0.0	24
29	8	15.8	24
2	8	39.9	24
9	9	0.0	32
24	9	40.1	32
31	9	75.3	32
10	10	0.0	33
3	10	5.0	33
21	10	56.9	33
11	11	0.0	30
14	11	17.8	30
12	11	23.3	30
12	12	0.0	17
11	12	13.2	17
14	12	21.9	17
13	13	0.0	27
28	13	23.6	27
27	13	24.5	27
14	14	0.0	17
11	14	10.1	17
23	14	11.1	17
15	15	0.0	11
23	15	8.1	11
35	15	9.8	11
16	16	0.0	35
33	16	28.4	35
18	16	81.0	35
17	17	0.0	20
32	17	15.3	20
4	17	15.3	20
18	18	0.0	8
17	18	14.9	8
16	18	18.5	8
19	19	0.0	24
2	19	32.3	24
32	19	35.0	24
20	20	0.0	30
21	20	61.0	30
22	20	64.5	30
21	21	0.0	18
7	21	13.5	18
3	21	30.5	18
22	22	0.0	10
20	22	21.5	10
7	22	24.4	10
23	23	0.0	29
14	23	18.9	29
15	23	21.2	29
24	24	0.0	7
9	24	8.8	7
7	24	10.6	7
25	25	0.0	22
1	25	13.2	22
30	25	16.1	22
26	26	0.0	33
5	26	29.5	33
15	26	56.1	33
27	27	0.0	12
13	27	10.9	12
31	27	14.5	12
28	28	0.0	19
31	28	16.0	19
13	28	16.6	19
29	29	0.0	16
8	29	10.5	16
2	29	36.4	16
30	30	0.0	16
1	30	3.6	16
25	30	11.7	16
31	31	0.0	28
28	31	23.6	28
13	31	31.1	28
32	32	0.0	20
4	32	6.5	20
17	32	15.3	20
33	33	0.0	28
16	33	22.7	28
6	33	51.9	28
34	34	0.0	21
27	34	35.7	21
13	34	49.8	21
35	35	0.0	25
15	35	22.3	25
14	35	26.8	25
