
Code
Dimension   Fixed Cost    Capacity
30	1238	129
Facility	Client	Transportation Cost	Demand
1	1	0.0	16
29	1	1.3	16
5	1	26.5	16
2	2	0.0	35
20	2	25.7	35
13	2	43.4	35
3	3	0.0	23
10	3	13.6	23
7	3	16.5	23
4	4	0.0	33
19	4	64.9	33
16	4	79.8	33
5	5	0.0	12
28	5	13.6	12
29	5	18.9	12
6	6	0.0	6
22	6	6.8	6
15	6	7.3	6
7	7	0.0	22
10	7	13.1	22
3	7	15.7	22
8	8	0.0	5
22	8	3.7	5
15	8	5.1	5
9	9	0.0	30
2	9	41.6	30
20	9	50.3	30
10	10	0.0	21
3	10	12.4	21
7	10	12.5	21
11	11	0.0	8
18	11	12.0	8
20	11	12.6	8
12	12	0.0	5
3	12	10.1	5
7	12	12.8	5
13	13	0.0	14
2	13	17.4	14
9	13	24.4	14
14	14	0.0	28
15	14	18.4	28
22	14	27.1	28
15	15	0.0	18
22	15	5.6	18
14	15	11.8	18
16	16	0.0	17
25	16	15.8	17
30	16	23.8	17
17	17	0.0	30
25	17	33.9	30
30	17	43.7	30
18	18	0.0	25
26	18	36.3	25
11	18	37.6	25
19	19	0.0	30
4	19	59.0	30
29	19	82.6	30
20	20	0.0	28
2	20	20.6	28
11	20	44.2	28
21	21	0.0	28
6	21	47.1	28
23	21	48.0	28
22	22	0.0	20
15	22	6.2	20
8	22	14.6	20
23	23	0.0	27
6	23	36.6	27
21	23	46.3	27
24	24	0.0	19
27	24	21.1	19
20	24	36.1	19
25	25	0.0	15
30	25	7.9	15
16	25	13.9	15
26	26	0.0	26
18	26	37.7	26
27	26	58.2	26
27	27	0.0	15
24	27	16.7	15
11	27	26.5	15
28	28	0.0	27
5	28	30.5	27
29	28	63.7	27
29	29	0.0	29
1	29	2.4	29
5	29	45.8	29
30	30	0.0	34
25	30	17.8	34
16	30	47.5	34
