
Code
Dimension   Fixed Cost    Capacity
30	1178	117
Facility	Client	Transportation Cost	Demand
1	1	0.0	23
20	1	15.7	23
18	1	49.3	23
2	2	0.0	23
4	2	26.3	23
15	2	37.3	23
3	3	0.0	9
29	3	13.6	9
6	3	26.2	9
4	4	0.0	6
2	4	6.9	6
27	4	7.4	6
5	5	0.0	11
25	5	5.9	11
23	5	13.3	11
6	6	0.0	13
28	6	16.4	13
29	6	24.1	13
7	7	0.0	11
19	7	15.2	11
5	7	27.2	11
8	8	0.0	16
12	8	11.8	16
24	8	18.2	16
9	9	0.0	33
18	9	27.5	33
13	9	39.2	33
10	10	0.0	24
16	10	38.5	24
26	10	41.5	24
11	11	0.0	31
14	11	3.0	31
25	11	52.0	31
12	12	0.0	27
24	12	11.0	27
8	12	20.0	27
13	13	0.0	28
18	13	29.1	28
9	13	33.3	28
14	14	0.0	5
11	14	0.5	5
25	14	7.9	5
15	15	0.0	12
2	15	19.5	12
11	15	22.6	12
16	16	0.0	17
18	16	27.0	17
10	16	27.3	17
17	17	0.0	26
24	17	20.7	26
12	17	30.7	26
18	18	0.0	33
9	18	27.5	33
13	18	34.3	33
19	19	0.0	19
7	19	26.2	19
5	19	33.5	19
20	20	0.0	21
1	20	14.3	21
26	20	42.3	21
21	21	0.0	16
28	21	16.3	16
6	21	35.6	16
22	22	0.0	11
26	22	3.8	11
8	22	15.3	11
23	23	0.0	26
5	23	31.5	26
25	23	34.3	26
24	24	0.0	24
12	24	9.8	24
17	24	19.1	24
25	25	0.0	31
5	25	16.7	31
23	25	40.8	31
26	26	0.0	13
22	26	4.5	13
8	26	22.0	13
27	27	0.0	33
4	27	40.6	33
2	27	72.6	33
28	28	0.0	24
21	28	24.4	24
6	28	30.3	24
29	29	0.0	16
3	29	24.1	16
30	29	25.0	16
30	30	0.0	5
29	30	7.8	5
6	30	12.2	5
