
Code
Dimension   Fixed Cost    Capacity
30	1162	112
Facility	Client	Transportation Cost	Demand
1	1	0.0	20
7	1	19.7	20
19	1	31.7	20
2	2	0.0	13
7	2	21.3	13
22	2	21.5	13
3	3	0.0	30
27	3	30.9	30
14	3	37.5	30
4	4	0.0	23
16	4	11.5	23
29	4	13.6	23
5	5	0.0	24
25	5	2.5	24
22	5	13.0	24
6	6	0.0	23
27	6	26.3	23
14	6	30.6	23
7	7	0.0	20
1	7	19.7	20
22	7	31.9	20
8	8	0.0	24
15	8	35.0	24
30	8	35.3	24
9	9	0.0	18
17	9	8.6	18
23	9	26.8	18
10	10	0.0	9
28	10	6.1	9
29	10	11.3	9
11	11	0.0	19
19	11	20.2	19
1	11	31.3	19
12	12	0.0	20
18	12	17.3	20
13	12	39.3	20
13	13	0.0	23
12	13	45.2	23
17	13	46.4	23
14	14	0.0	22
3	14	27.5	22
6	14	29.3	22
15	15	0.0	6
30	15	4.1	6
8	15	8.8	6
16	16	0.0	20
4	16	10.0	20
29	16	21.4	20
17	17	0.0	9
9	17	4.3	9
19	17	12.4	9
18	18	0.0	28
12	18	24.3	28
27	18	35.5	28
19	19	0.0	5
11	19	5.3	5
17	19	6.9	5
20	20	0.0	33
6	20	56.2	33
14	20	77.4	33
21	21	0.0	25
23	21	10.4	25
24	21	13.9	25
22	22	0.0	12
5	22	6.5	12
25	22	6.9	12
23	23	0.0	11
21	23	4.6	11
24	23	9.8	11
24	24	0.0	22
21	24	12.2	22
23	24	19.5	22
25	25	0.0	18
5	25	1.9	18
22	25	10.3	18
26	26	0.0	11
13	26	34.1	11
12	26	43.3	11
27	27	0.0	6
3	27	6.2	6
6	27	6.9	6
28	28	0.0	34
10	28	23.1	34
29	28	41.5	34
29	29	0.0	17
4	29	10.1	17
16	29	18.2	17
30	30	0.0	16
15	30	11.0	16
8	30	23.5	16
