
Code
Dimension   Fixed Cost    Capacity
40	1202	119
Facility	Client	Transportation Cost	Demand
1	1	0.0	23
26	1	19.7	23
12	1	23.2	23
35	1	31.8	23
2	2	0.0	9
7	2	13.2	9
32	2	13.7	9
21	2	15.1	9
3	3	0.0	18
29	3	14.9	18
18	3	19.1	18
36	3	23.8	18
4	4	0.0	11
39	4	8.0	11
13	4	14.6	11
21	4	18.5	11
5	5	0.0	35
36	5	22.9	35
29	5	27.8	35
27	5	35.0	35
6	6	0.0	12
16	6	15.4	12
18	6	15.7	12
3	6	27.7	12
7	7	0.0	30
2	7	44.1	30
25	7	45.0	30
32	7	51.4	30
8	8	0.0	32
15	8	30.1	32
17	8	42.6	32
37	8	48.3	32
9	9	0.0	5
11	9	2.7	5
31	9	6.5	5
21	9	7.6	5
10	10	0.0	20
13	10	29.8	20
4	10	36.0	20
12	10	37.8	20
11	11	0.0	7
9	11	3.8	7
31	11	6.1	7
21	11	10.9	7
12	12	0.0	10
26	12	6.5	10
1	12	10.1	10
10	12	18.9	10
13	13	0.0	12
4	13	15.9	12
10	13	17.9	12
24	13	19.2	12
14	14	0.0	23
28	14	25.8	23
35	14	58.2	23
1	14	60.8	23
15	15	0.0	18
8	15	16.9	18
19	15	25.0	18
17	15	36.1	18
16	16	0.0	27
19	16	34.2	27
6	16	34.6	27
18	16	65.7	27
17	17	0.0	14
37	17	11.5	14
8	17	18.6	14
35	17	20.1	14
18	18	0.0	5
3	18	5.3	5
6	18	6.5	5
29	18	9.4	5
19	19	0.0	19
16	19	24.1	19
15	19	26.4	19
8	19	41.2	19
20	20	0.0	8
23	20	8.2	8
34	20	8.6	8
24	20	11.6	8
21	21	0.0	24
9	21	36.3	24
11	21	37.3	24
2	21	40.4	24
22	22	0.0	10
26	22	13.7	10
17	22	15.2	10
35	22	15.6	10
23	23	0.0	9
20	23	9.2	9
24	23	16.4	9
34	23	17.8	9
24	24	0.0	33
34	24	36.1	33
38	24	38.5	33
20	24	48.0	33
25	25	0.0	5
32	25	6.6	5
7	25	7.5	5
2	25	11.8	5
26	26	0.0	18
12	26	11.7	18
1	26	15.4	18
22	26	24.7	18
27	27	0.0	22
5	27	22.0	22
40	27	22.3	22
36	27	24.2	22
28	28	0.0	16
14	28	18.0	16
38	28	26.0	16
1	28	34.7	16
29	29	0.0	31
5	29	24.6	31
3	29	25.6	31
36	29	32.8	31
30	30	0.0	12
22	30	19.8	12
26	30	29.4	12
19	30	30.9	12
31	31	0.0	12
11	31	10.4	12
9	31	15.6	12
21	31	28.3	12
32	32	0.0	33
25	32	43.9	33
2	32	50.3	33
7	32	56.6	33
33	33	0.0	32
37	33	51.6	32
17	33	77.3	32
8	33	77.9	32
34	34	0.0	34
20	34	36.4	34
24	34	37.2	34
13	34	58.4	34
35	35	0.0	15
1	35	20.7	15
17	35	21.6	15
37	35	22.7	15
36	36	0.0	30
5	36	19.6	30
29	36	31.7	30
27	36	33.0	30
37	37	0.0	32
17	37	26.4	32
8	37	48.3	32
35	37	48.4	32
38	38	0.0	33
24	38	38.5	33
28	38	53.6	33
13	38	60.6	33
39	39	0.0	34
4	39	24.7	34
13	39	58.9	34
21	39	73.6	34
40	40	0.0	22
27	40	22.3	22
36	40	36.3	22
5	40	41.4	22
