
Code
Dimension   Fixed Cost    Capacity
50	1181	116
Facility	Client	Transportation Cost	Demand
1	1	0.0	31
12	1	7.8	31
45	1	16.5	31
29	1	25.5	31
4	1	29.7	31
2	2	0.0	22
47	2	17.1	22
13	2	31.0	22
26	2	32.7	22
16	2	36.6	22
3	3	0.0	12
28	3	12.2	12
30	3	14.9	12
44	3	19.5	12
38	3	20.2	12
4	4	0.0	26
37	4	11.9	26
25	4	14.5	26
11	4	16.4	26
1	4	24.9	26
5	5	0.0	20
14	5	25.7	20
26	5	35.7	20
2	5	37.9	20
40	5	43.6	20
6	6	0.0	35
27	6	21.0	35
33	6	34.7	35
39	6	35.6	35
20	6	37.3	35
7	7	0.0	17
36	7	17.7	17
48	7	19.2	17
32	7	23.4	17
33	7	24.0	17
8	8	0.0	29
41	8	5.3	29
27	8	23.7	29
6	8	40.1	29
18	8	45.5	29
9	9	0.0	27
10	9	12.0	27
35	9	23.0	27
45	9	37.0	27
21	9	37.7	27
10	10	0.0	25
9	10	11.1	25
21	10	24.1	25
35	10	28.8	25
45	10	43.4	25
11	11	0.0	26
37	11	4.6	26
4	11	16.4	26
13	11	16.5	26
25	11	21.6	26
12	12	0.0	21
1	12	5.3	21
45	12	15.9	21
29	12	22.4	21
25	12	23.4	21
13	13	0.0	15
11	13	9.5	15
37	13	10.2	15
47	13	10.3	15
4	13	15.3	15
14	14	0.0	17
26	14	12.3	17
5	14	21.9	17
38	14	22.2	17
49	14	24.1	17
15	15	0.0	35
20	15	15.3	35
6	15	52.4	35
50	15	55.8	35
42	15	64.2	35
16	16	0.0	23
47	16	24.9	23
13	16	28.7	23
17	16	29.9	23
36	16	33.9	23
17	17	0.0	6
16	17	7.8	6
7	17	9.0	6
26	17	9.5	6
36	17	11.3	6
18	18	0.0	10
48	18	3.6	10
27	18	11.4	10
33	18	11.6	10
39	18	13.2	10
19	19	0.0	19
32	19	8.1	19
36	19	12.4	19
42	19	28.9	19
7	19	31.5	19
20	20	0.0	30
15	20	13.1	30
6	20	32.0	30
27	20	47.4	30
39	20	47.6	30
21	21	0.0	21
10	21	20.3	21
9	21	29.3	21
35	21	39.3	21
42	21	52.3	21
22	22	0.0	23
25	22	20.0	23
46	22	20.8	23
11	22	28.8	23
37	22	29.5	23
23	23	0.0	9
43	23	2.5	9
24	23	7.6	9
31	23	15.1	9
15	23	24.0	9
24	24	0.0	5
31	24	4.1	5
23	24	4.2	5
43	24	5.5	5
50	24	10.0	5
25	25	0.0	27
4	25	15.1	27
37	25	19.9	27
11	25	22.4	27
22	25	23.5	27
26	26	0.0	13
14	26	9.4	13
38	26	15.3	13
2	26	19.3	13
17	26	20.6	13
27	27	0.0	6
6	27	3.6	6
8	27	4.9	6
41	27	5.8	6
18	27	6.8	6
28	28	0.0	24
3	28	24.5	24
30	28	24.9	24
48	28	44.2	24
18	28	46.3	24
29	29	0.0	29
45	29	9.5	29
1	29	23.8	29
4	29	30.0	29
12	29	30.9	29
30	30	0.0	9
28	30	9.4	9
3	30	11.2	9
44	30	21.8	9
48	30	25.1	9
31	31	0.0	6
24	31	5.0	6
50	31	7.6	6
23	31	10.1	6
43	31	11.6	6
32	32	0.0	22
19	32	9.4	22
36	32	12.4	22
39	32	28.2	22
33	32	30.0	22
33	33	0.0	26
39	33	4.1	26
6	33	25.8	26
48	33	28.3	26
18	33	30.1	26
34	34	0.0	15
22	34	26.5	15
25	34	32.2	15
12	34	35.1	15
1	34	38.0	15
35	35	0.0	15
9	35	12.8	15
10	35	17.3	15
12	35	21.1	15
1	35	23.3	15
36	36	0.0	6
32	36	3.4	6
19	36	3.9	6
7	36	6.3	6
16	36	8.8	6
37	37	0.0	17
11	37	3.0	17
4	37	7.7	17
13	37	11.6	17
25	37	12.5	17
38	38	0.0	22
26	38	25.8	22
44	38	28.5	22
14	38	28.8	22
49	38	31.3	22
39	39	0.0	7
33	39	1.1	7
6	39	7.1	7
48	39	8.7	7
32	39	9.0	7
40	40	0.0	15
49	40	18.8	15
14	40	31.5	15
5	40	32.7	15
38	40	39.4	15
41	41	0.0	31
8	41	5.6	31
27	41	30.0	31
6	41	48.0	31
18	41	49.9	31
42	42	0.0	30
32	42	44.4	30
19	42	45.7	30
39	42	53.6	30
15	42	55.0	30
43	43	0.0	7
23	43	1.9	7
24	43	7.7	7
31	43	13.5	7
15	43	19.3	7
44	44	0.0	23
38	44	29.8	23
49	44	35.5	23
3	44	37.4	23
14	44	54.6	23
45	45	0.0	24
29	45	7.9	24
1	45	12.8	24
12	45	18.2	24
4	45	25.2	24
46	46	0.0	13
22	46	11.8	13
11	46	15.3	13
37	46	17.1	13
25	46	18.3	13
47	47	0.0	18
13	47	12.4	18
2	47	14.0	18
16	47	19.5	18
11	47	21.9	18
48	48	0.0	29
18	48	10.3	29
33	48	31.6	29
7	48	32.7	29
39	48	36.1	29
49	49	0.0	6
40	49	7.5	6
14	49	8.5	6
38	49	8.5	6
44	49	9.3	6
50	50	0.0	23
31	50	29.0	23
15	50	36.6	23
20	50	39.7	23
24	50	46.0	23
